Dayswus,Educ,Income,Freq,Recency,LTV,Perdeal,Dryred,Sweetred,Drywh,Sweetwh,Dessert,Exotic,WebPurchase,WebVisit,Avg_Sales,x0_1,x1_1,x2_1,x2_2,x2_3,PC0,PC1,PC2,PC3
-0.5381159472943916,-0.4774929628816351,0.7304926604058708,1.1748995935215423,0.46184284309149276,1.648637676547523,-1.036307891063021,-0.6369273288192007,-0.22599838371725894,1.213655909007667,0.4563577278783678,-0.48854410538562354,-0.8434830785665106,-1.2403413588214653,-0.5027274704604445,1.1753471166521656,0.0,0.0,1.0,0.0,0.0,2.87120246871703,1.191384744341427,-0.2539582815193527,0.9353166155840803
-1.358224406534539,1.7754781930544294,1.5539226386333218,1.341869429326445,-1.531957517905773,1.1925506326736084,-1.1084817944194114,0.15472472783747798,-0.7788487744228891,0.7375996597099254,-0.35945813324535786,-0.6276446587166583,-0.8434830785665106,-1.7805726676764468,-1.7896234821340231,1.2664203978503763,0.0,0.0,0.0,0.0,0.0,4.120764227455272,-0.38422903140129,-1.858570414220018,0.5155747212901858
-1.5558409027369842,0.6489926150863972,-1.5811534427624034,-0.9122233540397405,0.561532861141356,-0.7407138518068649,1.237170064663274,-0.8568306778905003,1.7089779837524468,-0.37319825531813866,-0.7673660638072206,2.432567514566105,2.90935093939877,0.9205838765984613,0.7841685412131341,-1.5767710378640665,1.0,0.0,1.0,0.0,0.0,-3.819318706852507,1.4933719427606296,-1.0311313560885726,-0.5820036033636096
-0.02431305716803422,1.2122354040704133,0.8337499873820122,0.5070202503019318,-1.3990374938392887,-0.025950574094013842,-0.7115253259592647,0.37462807690877764,0.46506460466477884,-0.7699117963995902,-0.08751951287078262,-0.21034299872355416,-0.04369877965587705,-0.3759712646534946,-0.07376213323591828,0.728822208321475,0.0,1.0,0.0,0.0,0.0,1.3484388558361493,-0.6097374813266748,0.0714175485641842,-0.8925799278495452
0.8106166392872967,0.6489926150863972,0.7701073394537272,0.8409599219117371,-0.8673573975733511,0.4777873549607574,-0.9641339877066307,0.3306474070945177,-0.22599838371725894,-0.055827422452977504,-0.35945813324535786,-0.3494435520545889,0.2023886969320102,-0.42999439553899277,0.3552032039886079,0.9671721219910674,0.0,1.0,0.0,0.0,0.0,1.7070413482079907,-0.5624185827899846,1.1081700514427577,-0.07235506031560042
-0.5232947100792082,1.7754781930544294,-1.8017368612363547,-0.8287384361372893,0.4286128370748717,-0.7917683716434971,2.319778615009129,-0.1971206306766014,-0.6406361767464817,1.5310267418728283,-0.6313967536199331,-0.766745212047693,0.8176073884017283,1.3527689236824465,1.6420992156621865,-1.5620320856053462,1.0,1.0,1.0,0.0,0.0,-3.5598348283008985,-1.4475154170543643,-0.5370535008965648,2.6442732665823376
1.0971605587808422,0.08574982610238102,-0.057987544904592896,-0.32782892872258135,0.6944528852078404,-0.8836665073494351,1.0567353062722982,0.8584154448656368,0.05042681163555616,-1.2459680456973319,-0.7673660638072206,0.20695866126954993,-0.7819612094195388,0.21828317508698517,0.7841685412131341,-0.07607771697617562,1.0,1.0,0.0,0.0,0.0,-0.927856058557351,-1.55377034479399,0.997188261647588,-0.4074524867894807
-1.1853099723573997,0.6489926150863972,-0.09067891088520705,-1.0791931898446432,-0.2692172892741713,-0.6998702359375591,-0.6032644709246792,1.4301641524510158,-0.7788487744228891,-1.3253107539136222,-0.6313967536199331,-0.9058457653787276,-0.7819612094195388,-0.2679250028824983,-0.9316928076849706,-0.8766708055748496,0.0,1.0,0.0,0.0,0.0,0.01450847751018138,-2.2334506590034975,-2.0349420721635907,-1.0691701423143276
-0.5232947100792082,0.6489926150863972,1.423453359227111,1.1748995935215423,0.7609128972410827,1.3559250961508316,-1.036307891063021,-0.5929466590049407,0.32685200698837125,0.4995715350610545,0.32038841769108023,0.34605921460058464,-0.4128299945377079,-1.3483876205924616,-1.7896234821340231,1.172805917986869,0.0,0.0,1.0,0.0,0.0,3.319142327671993,1.367724902732422,-0.8943432137080668,0.4129778746800437
1.0428160223251697,-1.6039785408496674,-1.7476831870215228,-1.1626781077470945,1.59166304765661,-0.7339065824953139,0.8402135962031272,-1.4725600552901392,6.6846315001031185,-0.9285972128321707,0.4563577278783678,-0.766745212047693,-0.5973956019786234,-0.15987874111150197,0.7841685412131341,-0.9872129475152522,1.0,0.0,0.0,0.0,0.0,-2.9118320924094836,3.0106147803293344,1.070103595390079,-1.0535511785058553
